ee_status,timestamp_received,rr_interval,sensor_contact,rr,hrv_uint8,hr,rr_hr
False,2024-08-12 12:54:11.289648,True,Contact detected,"[326, 322]",True,180,"[184, 186]"
False,2024-08-12 12:54:12.309880,True,Contact detected,"[326, 326, 326, 326]",True,180,"[184, 184, 184, 184]"
False,2024-08-12 12:54:13.299260,True,Contact detected,"[326, 326, 326]",True,180,"[184, 184, 184]"
False,2024-08-12 12:54:14.289607,True,Contact detected,"[326, 326]",True,180,"[184, 184]"
False,2024-08-12 12:54:15.309885,True,Contact detected,"[326, 326, 322, 326]",True,180,"[184, 184, 186, 184]"
False,2024-08-12 12:54:16.300200,True,Contact detected,"[326, 326, 326]",True,180,"[184, 184, 184]"
False,2024-08-12 12:54:17.289621,True,Contact detected,[326],True,180,[184]
False,2024-08-12 12:54:18.309856,True,Contact detected,"[326, 461, 488]",True,180,"[184, 130, 122]"
False,2024-08-12 12:54:19.330100,True,Contact detected,[488],True,180,[122]
False,2024-08-12 12:54:20.319498,True,Contact detected,"[488, 488]",True,180,"[122, 122]"
False,2024-08-12 12:54:21.309823,True,Contact detected,"[488, 488]",True,176,"[122, 122]"
False,2024-08-12 12:54:22.300161,True,Contact detected,"[488, 485]",True,162,"[122, 123]"
False,2024-08-12 12:54:23.289515,True,Contact detected,"[488, 488]",True,144,"[122, 122]"
False,2024-08-12 12:54:24.309830,True,Contact detected,"[488, 488]",True,126,"[122, 122]"
False,2024-08-12 12:54:25.299180,True,Contact detected,"[488, 488]",True,121,"[122, 122]"
False,2024-08-12 12:54:26.319458,True,Contact detected,"[488, 485, 488]",True,120,"[122, 123, 122]"
False,2024-08-12 12:54:27.309769,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:54:28.299179,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:54:29.289531,True,Contact detected,"[488, 488, 488]",True,120,"[122, 122, 122]"
False,2024-08-12 12:54:30.309804,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:54:31.300157,True,Contact detected,"[485, 488]",True,120,"[123, 122]"
False,2024-08-12 12:54:32.289512,True,Contact detected,"[488, 488, 488]",True,120,"[122, 122, 122]"
False,2024-08-12 12:54:33.309785,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:54:34.300140,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:54:35.289494,True,Contact detected,"[485, 488]",True,120,"[123, 122]"
False,2024-08-12 12:54:36.309766,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:54:37.300120,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:54:38.289474,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:54:39.309747,True,Contact detected,"[488, 485]",True,120,"[122, 123]"
False,2024-08-12 12:54:40.300144,True,Contact detected,"[488, 488, 488]",True,120,"[122, 122, 122]"
False,2024-08-12 12:54:41.289455,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:54:42.309728,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:54:43.300084,True,Contact detected,"[488, 488, 485]",True,120,"[122, 122, 123]"
False,2024-08-12 12:54:44.289436,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:54:45.309709,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:54:46.300062,True,Contact detected,"[488, 488, 488]",True,120,"[122, 122, 122]"
False,2024-08-12 12:54:47.289417,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:54:48.309690,True,Contact detected,"[485, 488]",True,120,"[123, 122]"
False,2024-08-12 12:54:49.300043,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:54:50.289398,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:54:51.309671,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:54:52.329945,True,Contact detected,"[488, 485]",True,120,"[122, 123]"
False,2024-08-12 12:54:53.319299,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:54:54.309652,True,Contact detected,"[488, 488, 488]",True,120,"[122, 122, 122]"
False,2024-08-12 12:54:55.300007,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:54:56.289360,True,Contact detected,"[488, 492]",True,120,"[122, 121]"
False,2024-08-12 12:54:57.309633,True,Contact detected,"[481, 488, 488]",True,120,"[124, 122, 122]"
False,2024-08-12 12:54:58.299986,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:54:59.289341,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:00.309614,True,Contact detected,"[488, 488, 485]",True,120,"[122, 122, 123]"
False,2024-08-12 12:55:01.299968,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:55:02.289322,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:03.309595,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:04.299948,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:05.289303,True,Contact detected,"[488, 485]",True,120,"[122, 123]"
False,2024-08-12 12:55:06.309576,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:07.299929,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:08.289286,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:09.309557,True,Contact detected,"[488, 492]",True,120,"[122, 121]"
False,2024-08-12 12:55:10.299910,True,Contact detected,"[481, 488]",True,120,"[124, 122]"
False,2024-08-12 12:55:11.289266,True,Contact detected,"[488, 488, 488]",True,120,"[122, 122, 122]"
False,2024-08-12 12:55:12.309537,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:55:13.299891,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:14.289248,True,Contact detected,"[485, 488, 488]",True,120,"[123, 122, 122]"
False,2024-08-12 12:55:15.309518,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:55:16.299872,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:17.289227,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:18.309500,True,Contact detected,"[488, 485]",True,120,"[122, 123]"
False,2024-08-12 12:55:19.299852,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:20.289208,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:21.309481,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:22.299833,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:23.289189,True,Contact detected,"[485, 488]",True,120,"[123, 122]"
False,2024-08-12 12:55:24.309461,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:25.329734,True,Contact detected,"[488, 488, 488]",True,120,"[122, 122, 122]"
False,2024-08-12 12:55:26.319089,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:55:27.309442,True,Contact detected,"[485, 488]",True,120,"[123, 122]"
False,2024-08-12 12:55:28.299797,True,Contact detected,"[488, 488, 488]",True,120,"[122, 122, 122]"
False,2024-08-12 12:55:29.289150,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:55:30.309424,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:31.299776,True,Contact detected,"[488, 485]",True,120,"[122, 123]"
False,2024-08-12 12:55:32.289131,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:33.310402,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:34.299760,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:35.289112,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:36.309393,True,Contact detected,"[485, 488]",True,120,"[123, 122]"
False,2024-08-12 12:55:37.329928,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:38.289922,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:39.310123,True,Contact detected,"[488, 488, 488]",True,120,"[122, 122, 122]"
False,2024-08-12 12:55:40.300012,True,Contact detected,[485],True,120,[123]
False,2024-08-12 12:55:41.290391,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:42.309960,True,Contact detected,"[488, 488, 488]",True,120,"[122, 122, 122]"
False,2024-08-12 12:55:43.300158,True,Contact detected,[488],True,120,[122]
False,2024-08-12 12:55:44.289950,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:45.310376,True,Contact detected,"[485, 488]",True,120,"[123, 122]"
False,2024-08-12 12:55:46.300396,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:47.289919,True,Contact detected,"[488, 488]",True,120,"[122, 122]"
False,2024-08-12 12:55:48.309848,False,Contact detected,,True,120,
