sensor_contact,rr,rr_hr,rr_interval,timestamp_received,hrv_uint8,hr,ee_status
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:07.437169,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:08.439917,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:09.437653,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:10.430298,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:11.433188,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:12.430406,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:13.420776,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:14.422224,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:15.423196,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:16.417073,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:17.413143,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:18.415280,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:19.408737,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:20.409938,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:21.404972,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:22.404541,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:23.402335,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:24.399955,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:25.394055,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:26.393225,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:27.391570,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:28.384999,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:29.388592,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:30.379122,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:31.383208,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:32.381504,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:33.375177,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:34.373094,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:35.367335,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:36.370472,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:37.361928,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:38.364904,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:39.362882,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:40.356465,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:41.358421,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:42.349795,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:43.346592,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:44.349757,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:45.343040,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:46.342459,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:47.335303,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:48.339528,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:49.332164,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:50.336019,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:51.331977,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:52.323105,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:53.328096,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:54.320562,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:55.317448,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:56.320023,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:57.316819,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:58.310324,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:11:59.307128,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:12:01.308824,True,120,False
Sensor contact not supported,"[500, 500]","[120, 120]",True,2024-06-19 11:12:01.308824,True,120,False
Sensor contact not supported,,,False,2024-06-19 11:12:02.305159,True,120,False
Sensor contact not supported,,,False,2024-06-19 11:12:03.297020,True,120,False
