sensor_contact,timestamp_received,rr,hr,rr_hr,hrv_uint8,rr_interval,ee_status
Sensor contact not supported,2024-06-19 10:36:55.517406,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:36:56.512986,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:36:57.504932,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:36:58.509994,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:36:59.503579,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:00.498627,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:01.498643,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:02.499602,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:03.491352,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:04.495485,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:05.490564,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:06.486126,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:07.485669,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:08.481974,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:09.479705,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:10.479305,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:11.474868,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:12.471267,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:13.469768,"[333, 333]",180,"[180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:37:14.470027,"[333, 430]",180,"[180, 139]",True,True,False
Sensor contact not supported,2024-06-19 10:37:15.465097,"[500, 500]",180,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:16.463709,"[500, 500]",178,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:17.459642,"[500, 500]",176,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:18.459520,"[500, 500]",146,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:19.450082,"[500, 500]",133,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:20.454780,"[500, 500]",128,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:21.451660,"[500, 500]",125,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:22.450431,"[500, 500]",123,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:23.447976,"[500, 500]",122,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:24.438578,"[500, 500]",121,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:25.440835,"[500, 500]",121,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:26.437163,"[500, 500]",121,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:27.431578,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:28.433123,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:29.427490,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:30.430380,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:31.427034,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:32.424582,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:33.422393,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:34.420536,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:35.410476,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:36.413401,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:37.412535,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:38.406969,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:39.403270,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:40.401204,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:41.397416,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:42.400335,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:43.392224,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:44.387600,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:45.388040,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:46.384215,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:47.387945,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:48.380683,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:49.382149,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:50.377589,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:51.377368,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:52.371949,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:53.371440,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:54.365064,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:55.360134,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:56.364884,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:57.362334,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:58.355672,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:37:59.350252,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:00.348443,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:01.352638,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:02.349725,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:03.345235,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:04.344819,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:05.340369,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:06.339941,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:07.329988,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:09.332927,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:09.332927,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:10.324985,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:11.322689,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:12.324936,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:13.321342,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:14.315403,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:15.311027,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:16.313238,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:17.311920,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:18.306005,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:19.307277,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:20.299670,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:21.297464,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:22.299802,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:23.291673,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:24.294803,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:25.286355,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:26.283132,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:27.284103,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:28.282944,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:29.282313,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:30.279035,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:31.272344,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:32.274917,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:33.265057,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:34.268636,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:35.261115,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:36.260793,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:37.257951,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:38.257461,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:39.257327,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:40.250907,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:41.253456,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:43.248143,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:43.248143,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:38:44.246339,,120,,True,False,False
Sensor contact not supported,2024-06-19 10:38:45.244126,,120,,True,False,False
