sensor_contact,timestamp_received,rr,hr,rr_hr,hrv_uint8,rr_interval,ee_status
Sensor contact not supported,2024-06-19 10:42:52.125946,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:42:53.122234,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:42:54.115479,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:42:55.114445,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:42:56.114943,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:42:57.112890,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:42:58.109464,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:43:00.106619,"[333, 333, 333]",180,"[180, 180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:43:00.106619,"[333, 333]",180,"[180, 180]",True,True,False
Sensor contact not supported,2024-06-19 10:43:01.096117,"[449, 500]",180,"[133, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:02.095955,"[500, 500]",180,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:03.092407,"[500, 500]",177,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:04.091649,"[500, 500]",164,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:05.090743,"[500, 500]",136,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:06.088440,"[500, 500]",130,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:07.081430,"[500, 500]",127,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:08.083204,"[500, 500]",124,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:09.076170,"[500, 500]",123,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:10.077513,"[500, 500]",122,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:11.072880,"[500, 500]",121,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:12.072364,"[500, 500]",121,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:13.073019,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:14.066786,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:15.067826,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:16.064362,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:17.056150,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:18.055552,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:20.055543,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:20.056750,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:21.047502,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:22.045008,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:23.046233,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:24.039344,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:25.038741,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:26.034258,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:27.037496,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:28.029342,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:29.031030,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:30.028758,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:31.022391,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:32.022773,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:33.520358,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:34.514131,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:35.516852,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:36.514394,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:37.504783,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:38.509640,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:39.507646,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:40.499776,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:41.502196,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:42.498633,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:43.496234,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:44.487597,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:45.492134,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:46.489198,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:47.487140,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:48.484572,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:49.477472,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:50.479669,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:51.474892,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:52.473824,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:53.472640,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:54.466320,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:55.464719,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:56.463038,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:57.462113,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:58.458711,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:43:59.450550,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:00.449290,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:01.450127,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:02.449672,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:03.444187,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:04.437772,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:05.441557,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:06.440030,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:07.436194,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:08.429994,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:09.428653,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:10.427278,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:11.425575,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:12.422956,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:13.420859,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:14.418961,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:15.411553,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:16.412181,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:17.408447,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:18.405976,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:19.407577,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:20.403672,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:21.401789,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:22.399605,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:23.397138,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:24.395136,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:25.391629,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:27.389452,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:27.389826,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:28.383549,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:29.574277,"[500, 500]",120,"[120, 120]",True,True,False
Sensor contact not supported,2024-06-19 10:44:30.377276,[500],120,[120],True,True,False
Sensor contact not supported,2024-06-19 10:44:31.371798,,120,,True,False,False
